,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'inflation_rate'}),frozenset({'unemployment_rates'}),0.8,0.9777777777777777,0.8,1.0,1.0227272727272727,0.01777777777777778,inf
1,frozenset({'unemployment_rates'}),frozenset({'inflation_rate'}),0.9777777777777777,0.8,0.8,0.8181818181818182,1.0227272727272727,0.01777777777777778,1.1
2,frozenset({'canada_unemployment_rates'}),frozenset({'unemployment_rates'}),0.7555555555555555,0.9777777777777777,0.7555555555555555,1.0,1.0227272727272727,0.016790123456790096,inf
3,frozenset({'unemployment_rates'}),frozenset({'canada_unemployment_rates'}),0.9777777777777777,0.7555555555555555,0.7555555555555555,0.7727272727272727,1.0227272727272727,0.016790123456790096,1.0755555555555556
4,frozenset({'inflation_rate'}),frozenset({'canada_unemployment_rates'}),0.8,0.7555555555555555,0.6,0.7499999999999999,0.9926470588235293,-0.004444444444444473,0.9777777777777774
5,frozenset({'canada_unemployment_rates'}),frozenset({'inflation_rate'}),0.7555555555555555,0.8,0.6,0.7941176470588235,0.9926470588235293,-0.004444444444444473,0.971428571428571
6,"frozenset({'inflation_rate', 'canada_unemployment_rates'})",frozenset({'unemployment_rates'}),0.6,0.9777777777777777,0.6,1.0,1.0227272727272727,0.013333333333333308,inf
7,"frozenset({'inflation_rate', 'unemployment_rates'})",frozenset({'canada_unemployment_rates'}),0.8,0.7555555555555555,0.6,0.7499999999999999,0.9926470588235293,-0.004444444444444473,0.9777777777777774
8,"frozenset({'canada_unemployment_rates', 'unemployment_rates'})",frozenset({'inflation_rate'}),0.7555555555555555,0.8,0.6,0.7941176470588235,0.9926470588235293,-0.004444444444444473,0.971428571428571
9,frozenset({'inflation_rate'}),"frozenset({'canada_unemployment_rates', 'unemployment_rates'})",0.8,0.7555555555555555,0.6,0.7499999999999999,0.9926470588235293,-0.004444444444444473,0.9777777777777774
10,frozenset({'canada_unemployment_rates'}),"frozenset({'inflation_rate', 'unemployment_rates'})",0.7555555555555555,0.8,0.6,0.7941176470588235,0.9926470588235293,-0.004444444444444473,0.971428571428571
11,frozenset({'canada_inflation_rate'}),frozenset({'unemployment_rates'}),0.6888888888888889,0.9777777777777777,0.6888888888888889,1.0,1.0227272727272727,0.015308641975308679,inf
12,frozenset({'unemployment_rates'}),frozenset({'canada_inflation_rate'}),0.9777777777777777,0.6888888888888889,0.6888888888888889,0.7045454545454546,1.0227272727272727,0.015308641975308679,1.0529914529914532
13,frozenset({'canada_inflation_rate'}),frozenset({'canada_unemployment_rates'}),0.6888888888888889,0.7555555555555555,0.5777777777777777,0.8387096774193548,1.1100569259962048,0.05728395061728386,1.5155555555555549
14,frozenset({'canada_unemployment_rates'}),frozenset({'canada_inflation_rate'}),0.7555555555555555,0.6888888888888889,0.5777777777777777,0.7647058823529411,1.1100569259962048,0.05728395061728386,1.322222222222222
15,frozenset({'canada_inflation_rate'}),frozenset({'inflation_rate'}),0.6888888888888889,0.8,0.5777777777777777,0.8387096774193548,1.0483870967741933,0.026666666666666616,1.239999999999999
